party,gender,age,ingroup.value,ingroup.like,ingroup.connected,outgroup.value,outgroup.like,outgroup.connected,ingroup.average,outgroup.average,condition,rating,date
1,1,28,82.69,82.31,82.5,23.27,23.46,24.62,65,-52.43333333,ingroup.loss,81.47,
1,2,23,30.39,31.54,30,12.89,11.54,8.08,-38.71333333,-78.32666667,outgroup.win,61.059,
1,1,32,51.73,50,50,0,0,0,1.153333333,-100,neutral.win,0.377,
1,1,31,91.92,91.92,92.89,0.39,1.15,0,84.48666667,-98.97333333,neutral.loss,62.949,
1,1,24,52.38,52.69,35.48,7.53,7.68,0.61,-6.3,-89.45333333,outgroup.loss,51.255,
1,2,73,87.91,89.25,100,2.11,0.58,0,84.77333333,-98.20666667,ingroup.win,100,
1,2,28,75.68,76.59,78.66,15.91,13.58,0,53.95333333,-80.34,outgroup.loss,53.453,
1,2,23,77.5,71.35,59.62,33.46,24.42,7.5,38.98,-56.41333333,neutral.win,98.866,
1,2,60,57.39,54.13,68.71,0,0,0,20.15333333,-100,outgroup.loss,100,
1,2,68,74.62,84.23,84.42,59.42,56.92,24.04,62.18,-6.413333333,neutral.win,54.253,
1,1,27,76.35,76.35,70.58,23.27,0,0,48.85333333,-84.48666667,ingroup.win,100,
1,2,27,93.65,100,84.23,26.73,7.69,0.96,85.25333333,-76.41333333,outgroup.loss,68.998,
1,1,32,53.08,54.04,54.42,38.85,50,32.89,7.693333333,-18.84,neutral.win,19.849,
1,2,29,96.72,83.13,84.1,11.53,0,4.13,75.96666667,-89.56,ingroup.win,99.52,
1,1,34,34.42,34.62,19.62,0,0,0,-40.89333333,-100,outgroup.win,81.475,
1,1,23,61.92,60.77,42.89,41.73,29.42,10.96,10.38666667,-45.26,neutral.loss,0.567,
1,1,28,36.08,40.5,21.31,27.45,27.06,16.32,-34.74,-52.78,ingroup.loss,20.75,
1,2,32,55.58,68.85,63.08,17.5,0,0,25.00666667,-88.33333333,outgroup.loss,89.036,
1,1,23,76.73,75.77,59.04,14.62,13.27,0,41.02666667,-81.40666667,outgroup.win,100,
1,1,23,14.4,27.64,34.93,41.27,42.61,11.32,-48.68666667,-36.53333333,neutral.win,-26.038,
1,2,27,88.27,89.23,82.12,11.73,4.81,0,73.08,-88.97333333,outgroup.loss,95.463,
1,1,25,60.39,63.65,68.46,36.35,36.35,38.27,28.33333333,-26.02,neutral.win,44.045,
1,1,32,100,100,100,0,0,0,100,-100,neutral.loss,100,
1,1,32,79.3,78.6,65.73,54.27,44.62,39.02,49.08666667,-8.06,neutral.loss,41.43,
1,1,23,54.81,54.42,46.15,0,0,0,3.586666667,-100,ingroup.win,72.401,
1,2,20,87.89,93.08,99.23,45.19,1.92,0,86.8,-68.59333333,ingroup.loss,59.17,
1,2,33,100,100,100,0,0,0,100,-100,ingroup.loss,81.1,
1,2,64,86.59,79.69,100,0,0,0,77.52,-100,neutral.loss,100,
1,1,27,80.58,56.54,55.39,29.42,42.31,50,28.34,-18.84666667,neutral.win,100,
1,2,59,69.67,75.49,56.26,43.19,38.9,40.11,34.28,-18.53333333,ingroup.loss,19.47,
1,1,27,18.39,17.24,16.67,17.43,6.32,6.13,-65.13333333,-80.08,outgroup.loss,81.544,
1,2,31,86.92,60.96,58.85,29.81,2.89,0,37.82,-78.2,ingroup.loss,99.24,
1,2,47,78.7,79.66,79.66,0,0,0,58.68,-100,outgroup.loss,100,
1,1,28,91.54,93.27,100,0,0,0,89.87333333,-100,outgroup.loss,65.595,
1,1,29,88.27,98.08,100,26.54,19.04,8.08,90.9,-64.22666667,neutral.win,81.096,
1,2,21,36.15,61.35,16.54,0,0,0,-23.97333333,-100,ingroup.win,89.792,
1,2,20,23.65,50,0,0,22.89,0,-50.9,-84.74,outgroup.win,59.924,
1,1,20,72.5,73.65,74.23,20.96,21.15,21.35,46.92,-57.69333333,ingroup.loss,33.08,
1,1,28,60.77,60.77,55.58,56.35,33.27,31.73,18.08,-19.1,outgroup.loss,55.387,
1,2,26,75.77,75.96,76.35,38.85,26.92,12.12,52.05333333,-48.07333333,ingroup.loss,82.23,
1,1,22,33.78,28.79,25.53,11.71,0.38,2.5,-41.26666667,-90.27333333,outgroup.win,67.925,
1,2,32,63.65,62.69,50,50,49.04,49.81,17.56,-0.766666667,outgroup.loss,21.739,
1,1,29,87.12,88.46,89.42,55.39,55.96,45,76.66666667,4.233333333,outgroup.loss,81.853,
1,2,47,92.89,98.08,99.04,7.5,3.08,3.46,93.34,-90.64,neutral.loss,81.096,
1,2,34,66.51,54.99,37.48,1.08,0.77,1.84,5.986666667,-97.54,ingroup.loss,80.5,
1,1,25,91.56,99.62,94.43,5.57,2.88,3.07,90.40666667,-92.32,ingroup.win,100,
1,2,21,16.73,16.92,17.89,0,0,0,-65.64,-100,ingroup.loss,92.82,
1,1,46,67.45,67.92,67.76,2.19,1.88,1.72,35.42,-96.14,ingroup.win,100,
1,1,40,76.15,80.39,85,22.69,20.39,20.39,61.02666667,-57.68666667,outgroup.loss,82.987,
1,1,41,76.97,70.06,64.88,19.58,3.46,3.84,41.27333333,-82.08,outgroup.win,80.377,
1,2,33,78.31,84.65,80.81,75.82,70.44,57.39,62.51333333,35.76666667,neutral.win,59.623,
1,2,26,50,62.5,90.77,50.19,25.77,19.04,35.51333333,-36.66666667,ingroup.loss,81.47,
1,1,31,56.15,61.92,57.5,0,0,0,17.04666667,-100,outgroup.win,37.618,
1,2,28,68.52,69.48,71.98,43.38,19.58,3.84,39.98666667,-55.46666667,neutral.loss,60,
1,1,26,60,59.81,61.15,62.12,40,44.42,20.64,-2.306666667,ingroup.loss,52.36,
1,1,28,44.62,60,21.54,17.69,0,0,-15.89333333,-88.20666667,neutral.loss,22.873,
1,1,30,66.15,66.35,60.39,14.04,0,0,28.59333333,-90.64,neutral.loss,60.68,
1,1,30,64.48,58.54,40.7,66.16,20.73,12.04,9.146666667,-34.04666667,neutral.win,81.711,
1,2,19,74.81,75.58,94.04,39.04,7.12,0,62.95333333,-69.22666667,outgroup.win,100,
1,2,37,77.92,68.47,67.92,64.03,60.14,49.03,42.87333333,15.46666667,ingroup.loss,77.48,
1,1,38,80.42,82.34,43.57,36.66,35.7,25.53,37.55333333,-34.74,neutral.win,46.038,
1,2,23,69.04,63.08,52.89,27.69,35.77,40.77,23.34,-30.51333333,neutral.win,41.021,
1,1,37,45.77,28.46,42.31,36.73,29.23,34.62,-22.30666667,-32.94666667,neutral.loss,59.924,
1,2,35,64.3,71.4,80.04,12.48,13.82,4.61,43.82666667,-79.39333333,ingroup.loss,80,
1,1,19,24.92,17.85,44.77,60.77,23.54,23.69,-41.64,-28,outgroup.loss,78.698,
1,2,65,33.72,33.92,100,0,0,0,11.76,-100,outgroup.win,100,
1,1,24,11.54,15.39,18.46,11.15,10.77,12.12,-69.74,-77.30666667,outgroup.win,46.314,
1,1,19,93.08,96.35,92.69,28.27,6.92,5.39,88.08,-72.94666667,outgroup.loss,79.206,
1,1,63,100,99.61,100,0.19,0,0.58,99.74,-99.48666667,outgroup.loss,67.619,
1,1,26,60.58,61.54,61.35,19.42,19.62,18.85,22.31333333,-61.40666667,outgroup.loss,60.302,
1,1,25,100,81.15,81.35,0,0,0,75,-100,ingroup.loss,81.47,
1,1,25,57.97,64.49,70.83,43.76,28.02,9.6,28.86,-45.74666667,neutral.loss,29.811,
1,1,28,43.08,42.89,20.96,7.12,0,0,-28.71333333,-95.25333333,ingroup.loss,39.89,
1,1,28,38.77,42.42,29.18,0,0,0,-26.42,-100,ingroup.win,100,
1,1,32,89.42,98.27,92.89,0,0,0,87.05333333,-100,neutral.loss,78.828,
1,1,33,54.32,84.07,78.89,40.69,19.39,14.59,44.85333333,-50.22,outgroup.win,42.264,
1,2,29,86.18,87.52,87.33,1.73,0,6.91,74.02,-94.24,outgroup.win,100,
1,2,36,82.69,60.58,52.31,53.08,9.81,2.31,30.38666667,-56.53333333,ingroup.loss,20.6,
1,1,41,86.95,63.15,85.8,0,0,0,57.26666667,-100,neutral.loss,81.132,
1,1,26,80.77,81.35,81.35,13.65,17.5,0,62.31333333,-79.23333333,neutral.win,100,
1,1,24,50,49.81,50,50,50,50,-0.126666667,0,outgroup.win,73.913,
1,1,35,66.99,67.75,57.77,31.86,25.34,17.08,28.34,-50.48,outgroup.loss,60.755,
1,1,29,77.82,65.21,75.64,8.36,32.12,0,45.78,-73.01333333,outgroup.loss,100,
2,1,28,52.69,52.89,52.5,21.35,21.92,23.46,5.386666667,-55.51333333,ingroup.win,81.475,
2,1,35,48.37,65.26,51.63,46.64,20.15,41.46,10.17333333,-27.83333333,ingroup.win,44.906,
2,1,23,57.31,59.42,57.12,41.54,43.08,41.54,15.9,-15.89333333,neutral.loss,-14.934,
2,2,25,64.04,46.35,29.23,61.54,38.46,20.96,-6.92,-19.36,neutral.win,0.189,
2,2,43,81.43,90.52,85.88,20.31,11.03,3.29,71.88666667,-76.91333333,neutral.win,100,
2,2,21,98.27,99.42,99.04,64.62,56.35,26.73,97.82,-1.533333333,neutral.win,68.242,
2,1,51,69.81,71.92,71.35,30.77,33.65,30,42.05333333,-37.05333333,outgroup.loss,81.85,
2,1,36,100,100,100,0,0,0,100,-100,ingroup.win,100,
2,1,57,62.76,62,61.42,28.6,27.26,1.15,24.12,-61.99333333,neutral.loss,60.377,
2,1,30,89.83,92.32,92.9,7.68,6.33,12.48,83.36666667,-82.34,neutral.win,77.359,
2,2,44,65.69,75.69,75.39,25.69,10.62,13.69,44.51333333,-66.66666667,ingroup.win,100,
2,2,25,100,100,100,0,0,0,100,-100,ingroup.win,100,
2,1,29,66.15,65,65.19,37.12,37.69,38.65,30.89333333,-24.36,ingroup.win,79.206,
2,1,25,81.19,80.04,85.03,50.1,48.56,41.65,64.17333333,-6.46,outgroup.win,0.377,
2,1,19,58.08,58.85,58.85,8.46,2.69,1.54,17.18666667,-91.54,ingroup.loss,53.875,
2,2,20,74.28,74.66,67.18,70.44,72.55,74.47,44.08,44.97333333,ingroup.win,73.962,
2,1,24,62.69,55.19,52.89,55.19,46.35,47.5,13.84666667,-0.64,outgroup.win,86.768,
2,2,39,91.75,87.72,87.52,0,0,0,77.99333333,-100,outgroup.loss,92.45,
2,1,30,97.69,93.46,88.85,0,0,0.39,86.66666667,-99.74,outgroup.win,99.623,
2,1,27,100,100,100,0,0,0,100,-100,neutral.win,100,
2,1,26,35.08,37.69,45.08,46,43.23,51.85,-21.43333333,-5.946666667,neutral.loss,30.769,
2,2,24,100,100,100,0,0,0,100,-100,ingroup.loss,100,
2,1,22,70.96,71.73,73.46,36.73,35,34.04,44.1,-29.48666667,outgroup.loss,-19.25,
2,2,28,48.27,51.54,46.92,46.73,46.92,30,-2.18,-17.56666667,neutral.loss,59.245,
2,2,48,94.4,95.74,77.13,51.35,52.69,28.25,78.18,-11.80666667,outgroup.win,100,
2,1,27,87.69,82.89,71.92,42.12,61.73,61.92,61.66666667,10.51333333,outgroup.win,80.34,
2,1,18,29.81,28.46,27.31,23.65,0.77,12.89,-42.94666667,-75.12666667,ingroup.loss,75.803,
2,4,21,50.1,50.1,50.1,50.1,50.1,50.1,0.2,0.2,neutral.loss,81.887,
2,1,24,49.04,49.23,49.42,29.42,27.31,25.58,-1.54,-45.12666667,ingroup.loss,40.265,
2,2,37,79.08,66.41,87.91,25.91,7.87,0,55.6,-77.48,neutral.loss,55.094,
2,1,47,51.42,58.03,34.78,8.7,4.65,2.25,-3.846666667,-89.6,ingroup.win,96.45,
2,2,27,78.74,76.61,75.77,65.53,35.23,17.85,54.08,-20.92666667,ingroup.loss,49.935,
2,1,44,91.15,74.42,69.23,26.35,9.81,19.04,56.53333333,-63.2,outgroup.loss,59.55,
2,1,18,100,65.96,20.58,0,0,0,24.36,-100,neutral.loss,27.788,
2,2,43,46.7,53.61,60.52,11.52,3.07,9.68,7.22,-83.82,neutral.loss,64.845,
2,2,31,57.31,59.23,39.81,69.81,68.27,60.58,4.233333333,32.44,ingroup.loss,56.9,
2,2,65,23.92,14.93,40.93,0,0.16,0,-46.81333333,-99.89333333,outgroup.loss,97.47,
2,2,49,50.07,52.29,50.07,50.07,34.12,22.61,1.62,-28.8,ingroup.win,82.038,
2,1,28,56.81,52.98,57.97,35.32,26.1,26.49,11.84,-41.39333333,ingroup.win,55.849,
2,1,23,100,100,100,0,0,0,100,-100,ingroup.loss,100,
2,1,31,59.42,54.62,55.77,8.85,14.62,0,13.20666667,-84.35333333,outgroup.loss,71.7,
2,1,25,50,50,50,40.58,40.58,40.96,0,-18.58666667,ingroup.loss,100,
2,1,27,100,100,83.65,0,0,0,89.1,-100,outgroup.win,100,
2,2,35,84.42,100,66.15,88.08,64.04,12.31,67.04666667,9.62,outgroup.loss,60.3,
2,1,31,76.54,56.92,42.69,70.96,35.19,21.35,17.43333333,-15,ingroup.win,71.698,
2,1,58,87.89,89.62,88.65,7.31,8.08,6.35,77.44,-85.50666667,outgroup.loss,100,
2,1,46,83.08,90.19,94.04,21.35,35.19,12.12,78.20666667,-54.22666667,neutral.win,79.584,
2,2,22,65.96,63.27,59.81,22.12,10.77,2.69,26.02666667,-76.28,outgroup.loss,92.06,
2,1,22,53.46,73.46,76.15,43.27,33.27,11.54,35.38,-41.28,neutral.loss,38.752,
2,1,22,57.12,64.23,33.65,32.12,20.19,52.89,3.333333333,-29.86666667,outgroup.loss,34.22,
2,2,24,57.01,70.06,49.14,8.64,13.63,0,17.47333333,-85.15333333,neutral.win,90.189,
2,2,24,43.27,60.58,20,0,0,0,-17.43333333,-100,outgroup.loss,-27.17,
2,1,22,42.69,49.04,33.65,24.62,20.77,6.15,-16.41333333,-65.64,outgroup.loss,28.17,
2,2,28,72.12,45.77,56.15,57.69,67.69,45.19,16.02666667,13.71333333,neutral.win,44.045,
2,2,29,75.58,77.89,65.19,16.35,13.46,24.23,45.77333333,-63.97333333,outgroup.loss,100,
2,1,47,95.01,93.28,70.44,50.1,50.1,1.34,72.48666667,-32.30666667,outgroup.loss,100,
2,1,33,74.81,65.96,58.08,31.54,22.12,12.12,32.56666667,-56.14666667,ingroup.loss,49.716,
2,2,37,59.62,77.89,62.31,29.81,18.27,23.08,33.21333333,-52.56,neutral.win,100,
2,1,31,0,0,0,0,0,0,-100,-100,ingroup.loss,92.439,
2,2,24,61.92,77.12,68.46,41.73,42.89,21.15,38.33333333,-29.48666667,ingroup.win,100,
2,1,19,53.55,54.89,10.17,50.1,50.1,48.94,-20.92666667,-0.573333333,ingroup.loss,93.207,
2,1,28,89.04,56.35,56.73,36.92,62.31,52.12,34.74666667,0.9,ingroup.loss,39.887,
2,2,28,56.54,64.42,65,4.42,4.81,4.23,23.97333333,-91.02666667,ingroup.win,90.548,
2,1,59,68.91,62.38,65.64,60.08,61.42,59.5,31.28666667,20.66666667,outgroup.loss,62.26,
2,1,35,73.65,73.85,66.35,0,0,0,42.56666667,-100,ingroup.win,92.439,
2,2,24,57.12,42.12,60.39,50,11.35,0,6.42,-59.1,outgroup.win,100,
2,1,53,82.31,82.69,83.46,0,0,0,65.64,-100,neutral.win,100,
2,1,24,30,23.85,29.04,24.81,25.39,23.27,-44.74,-51.02,outgroup.win,100,
2,1,43,55.39,59.62,59.23,45,36.35,30.96,16.16,-25.12666667,neutral.loss,9.641,
2,1,27,90.39,90.96,69.23,17.5,17.69,0,67.05333333,-76.54,ingroup.win,100,
2,1,27,80.19,89.62,80.39,6.73,0.39,2.5,66.8,-93.58666667,ingroup.win,62.571,
2,1,34,77.93,75.82,73.13,0,11.32,4.8,51.25333333,-89.25333333,outgroup.win,100,
2,2,23,77.85,63.69,74.92,32.92,38.31,14.62,44.30666667,-42.76666667,ingroup.win,55.917,
2,1,54,81,80.61,74.86,5.37,4.22,0.19,57.64666667,-93.48,outgroup.win,89.057,
2,1,34,80.04,80.23,79.46,2.88,2.69,1.73,59.82,-95.13333333,neutral.loss,100,
2,2,24,68.08,19.23,55,66.92,26.15,51.35,-5.126666667,-3.72,ingroup.loss,76.181,
2,1,29,40.15,43.69,40.92,15.54,22.31,15.23,-16.82666667,-64.61333333,ingroup.loss,71.006,
2,1,32,52.4,58.16,32.63,51.44,37.24,15.93,-4.54,-30.26,ingroup.loss,32.453,
2,1,24,80.39,80.58,82.89,37.31,31.15,23.65,62.57333333,-38.59333333,neutral.win,100,
2,1,23,62.89,52.31,52.5,60.58,52.5,37.89,11.8,0.646666667,neutral.win,56.522,
2,2,24,76.58,77.16,81,58.16,58.35,58.73,56.49333333,16.82666667,outgroup.loss,60.75,
2,1,30,100,80.04,69.1,0,0,0,66.09333333,-100,ingroup.win,100,
2,2,23,47.69,48.27,50,57.12,60.77,59.23,-2.693333333,18.08,ingroup.loss,71.645,
2,1,37,75.05,76.58,50.1,76.2,76.39,50.1,34.48666667,35.12666667,neutral.win,40,
2,1,24,76.2,61.42,55.09,34.36,3.26,0,28.47333333,-74.92,outgroup.loss,80.75,
2,2,51,57.5,61.54,53.85,58.46,44.23,27.69,15.26,-13.08,neutral.loss,57.278,
2,2,32,83.08,83.27,82.69,82.31,82.31,83.08,66.02666667,65.13333333,ingroup.loss,0.189,
2,1,31,66.92,75.58,72.5,54.62,53.65,35,43.33333333,-4.486666667,outgroup.loss,62.95,
2,2,51,36.85,68.33,62.57,68.71,69.48,39.16,11.83333333,18.23333333,neutral.win,95.463,
2,1,39,61.8,37.24,42.61,54.51,31.86,23.8,-5.566666667,-26.55333333,neutral.win,60.377,
2,2,19,86.35,100,80.19,62.89,27.69,27.5,77.69333333,-21.28,neutral.win,100,
2,1,32,55.96,58.08,57.12,29.81,32.31,33.46,14.10666667,-36.28,outgroup.loss,60.68,
2,1,20,65.77,82.31,90.39,31.73,25,18.65,58.98,-49.74666667,outgroup.win,98.488,
2,2,36,83.85,84.23,84.04,0,0,0,68.08,-100,outgroup.loss,100,
2,1,47,89.44,84.84,79.46,0,0,0,69.16,-100,ingroup.win,100,
2,1,39,62.69,61.73,53.65,54.42,54.81,45.19,18.71333333,2.946666667,ingroup.win,71.645,
2,2,56,89.42,90.19,84.81,0,0,0,76.28,-100,neutral.loss,66.352,
2,1,28,68.91,57.01,42.42,16.7,4.22,0,12.22666667,-86.05333333,outgroup.win,93.962,
2,1,37,43.38,35.51,19.96,27.83,0,0,-34.1,-81.44666667,ingroup.win,71.321,
2,2,24,60.85,57.77,60.85,20.92,15.36,10.37,19.64666667,-68.9,ingroup.win,94.717,
2,2,33,94.04,91.73,95,37.69,36.92,25.58,87.18,-33.20666667,neutral.win,76.56,
2,2,34,66.73,64.04,53.85,53.46,54.62,53.85,23.08,7.953333333,neutral.win,41.777,
2,1,25,57.75,61.76,29.72,36.95,25.07,11.76,-0.513333333,-50.81333333,neutral.loss,40.23,
2,1,54,80.4,61.29,79.41,38.55,5.93,0,47.4,-70.34666667,outgroup.loss,80.67,
2,1,22,75.92,64.69,61.32,56.82,46.39,36.76,34.62,-6.686666667,ingroup.loss,83.228,
2,1,62,52.12,45.77,51.54,46.54,27.5,4.04,-0.38,-47.94666667,outgroup.win,96.975,
2,2,39,57.89,65.19,55.19,37.31,23.08,20.96,18.84666667,-45.76666667,outgroup.win,100,
2,1,24,77.69,74.04,63.08,21.54,14.42,13.65,43.20666667,-66.92666667,neutral.loss,30.813,
2,1,35,25.58,53.85,58.85,1.92,0,4.23,-7.813333333,-95.9,neutral.win,95.463,
2,1,44,91.75,92.13,72.75,68.33,68.52,40.31,71.08666667,18.10666667,neutral.win,81.887,
2,1,35,75.77,77.5,76.92,27.12,28.08,27.12,53.46,-45.12,neutral.win,79.962,
2,1,38,92.71,96.74,89.25,1.54,2.11,1.54,85.8,-96.54,outgroup.loss,60.38,
2,2,33,62.31,68.65,70.19,42.31,38.27,21.73,34.1,-31.79333333,neutral.win,92.061,
2,2,27,62.69,66.35,61.73,9.23,11.73,2.12,27.18,-84.61333333,outgroup.loss,73.91,
2,1,29,74.86,76.39,80.42,17.85,8.64,5.76,54.44666667,-78.5,outgroup.win,52.453,
2,1,60,73.08,73.46,74.04,16.73,9.62,0,47.05333333,-82.43333333,ingroup.loss,100,
2,1,31,100,100,100,0,0,0,100,-100,neutral.loss,72.023,
2,2,50,79.08,78.92,82.46,16,17.54,5.69,60.30666667,-73.84666667,ingroup.loss,66.272,
2,2,40,37.5,47.89,45.39,25.58,18.08,0,-12.81333333,-70.89333333,outgroup.loss,100,
2,1,21,65.77,65.58,68.85,20.39,47.5,25.58,33.46666667,-37.68666667,neutral.win,70.189,
2,1,28,69.03,60.32,50,0,0,0,19.56666667,-100,outgroup.win,100,
2,2,42,53.46,58.27,52.31,47.89,41.73,25,9.36,-23.58666667,outgroup.loss,79.24,
2,2,22,61.09,61.09,37.48,41.18,27.15,5.39,6.44,-50.85333333,ingroup.loss,71.868,
2,1,35,85.99,87.14,100,28.22,28.02,9.6,82.08666667,-56.10666667,ingroup.loss,80.377,
2,2,62,57.58,50.1,54.51,21.69,0,12.28,8.126666667,-77.35333333,ingroup.loss,90.566,
2,1,25,69.62,54.62,37.31,86.15,77.89,45.96,7.7,40,ingroup.win,86.415,
2,2,25,50.77,45.39,19.42,50,44.62,15.19,-22.94666667,-26.79333333,outgroup.win,49.716,
2,1,24,74.47,63.34,56.24,26.1,11.71,6.53,29.36666667,-70.44,outgroup.loss,83.77,
2,1,25,80.23,76.97,80.81,24.18,25.91,20.35,58.67333333,-53.04,ingroup.win,99.622,
2,2,49,50,71.15,50,50,50,35,14.1,-10,neutral.loss,72.401,
2,2,41,100,100,100,11.92,7.5,2.5,100,-85.38666667,neutral.win,100,
2,2,36,61.35,57.12,53.65,24.04,35.19,24.81,14.74666667,-43.97333333,outgroup.win,77.316,
2,1,59,68.27,68.08,69.42,52.12,52.5,53.65,37.18,5.513333333,ingroup.loss,56.9,
2,1,31,84.04,77.31,58.08,15.77,5.77,1.73,46.28666667,-84.48666667,neutral.loss,60.68,
2,1,27,59.23,58.46,53.08,42.5,44.23,43.85,13.84666667,-12.94666667,ingroup.win,59.546,
2,1,34,99.8,100,100,0,0,0,99.86666667,-100,ingroup.win,100,
2,1,31,94.62,91.15,93.46,14.04,5.58,2.69,86.15333333,-85.12666667,neutral.win,80.718,
2,1,29,18.08,17.89,13.08,32.89,11.15,23.85,-67.3,-54.74,ingroup.win,0.189,
2,2,40,94.62,93.27,91.92,0,0,0,86.54,-100,neutral.loss,61.059,
2,1,24,54.32,58.16,61.8,0,0,0,16.18666667,-100,outgroup.win,100,
2,1,28,100,100,100,100,44.23,0,100,-3.846666667,outgroup.win,19.849,
2,1,27,73.9,63.15,77.54,22.84,0,5.57,43.06,-81.06,neutral.loss,60,
2,2,25,99.23,100,100,50,25.96,0.19,99.48666667,-49.23333333,ingroup.win,100,
2,1,28,73.08,80,38.65,28.85,27.12,42.5,27.82,-34.35333333,ingroup.win,82.609,
2,1,29,72.69,72.31,53.65,73.08,61.73,29.04,32.43333333,9.233333333,outgroup.loss,41.4,
2,1,21,32.31,35.96,38.08,65,89.62,80,-29.1,56.41333333,ingroup.loss,39.887,
2,2,36,50,50,64.04,50,50,34.04,9.36,-10.64,neutral.loss,81.474,
2,2,24,75.19,76.92,79.42,19.42,12.69,9.81,54.35333333,-72.05333333,neutral.loss,80.34,
2,2,32,94.23,81.73,78.65,3.46,0,0,69.74,-97.69333333,ingroup.win,100,
2,1,34,73.13,73.9,63.92,67.56,68.52,28.79,40.63333333,9.913333333,ingroup.loss,49.811,
2,2,26,91.94,91.94,88.87,20.73,14.78,16.32,81.83333333,-65.44666667,outgroup.win,100,
2,2,51,72.89,73.27,57.31,13.27,6.92,4.04,35.64666667,-83.84666667,ingroup.win,83.743,
2,2,50,79.66,79.08,80.23,9.41,9.6,9.79,59.31333333,-80.8,neutral.win,80.755,
2,1,32,55.58,55.96,55.96,35.19,35,26.35,11.66666667,-35.64,outgroup.loss,59.24,
2,1,35,70.19,64.81,63.65,18.27,16.35,0,32.43333333,-76.92,ingroup.win,92.061,
2,1,27,73.08,73.08,74.42,38.08,37.31,36.54,47.05333333,-25.38,ingroup.win,62.949,
2,2,28,28.41,43.95,32.44,5.37,0,0,-30.13333333,-96.42,ingroup.loss,87.924,
2,1,23,59.81,62.5,62.5,43.27,36.73,40.77,23.20666667,-19.48666667,outgroup.win,-36.862,
2,2,60,78.12,79.08,69.48,26.49,10.17,0,51.12,-75.56,ingroup.win,98.868,
2,2,28,74.81,74.5,74.35,20.12,20.43,19.82,49.10666667,-59.75333333,ingroup.win,39.734,
2,2,30,84.81,81.35,74.62,0,0,0,60.52,-100,neutral.win,52.741,
2,2,23,71.35,51.15,39.81,10.39,11.54,1.15,8.206666667,-84.61333333,outgroup.loss,100,
2,1,59,61.92,61.73,62.69,38.27,38.85,40.39,24.22666667,-21.66,neutral.loss,42.533,
2,1,47,59.81,56.92,57.89,46.54,45,42.12,16.41333333,-10.89333333,ingroup.loss,93.207,
2,2,45,76.73,76.73,76.35,6.92,7.12,4.04,53.20666667,-87.94666667,neutral.loss,68.998,
2,2,30,66.6,66.6,66.22,6.91,7.87,5.95,32.94666667,-86.18,neutral.loss,38.113,
2,2,25,90.79,90.98,91.17,50.1,44.53,20.54,81.96,-23.22,outgroup.win,96.604,
2,2,42,85,84.62,85.19,14.62,10.58,10.39,69.87333333,-76.27333333,outgroup.win,100,
2,1,28,54.23,53.65,53.27,44.42,45,44.81,7.433333333,-10.51333333,ingroup.win,28.544,
2,1,33,57.01,70.25,61.42,2.88,1.92,2.5,25.78666667,-95.13333333,neutral.win,52.076,
2,1,24,100,100,100,0,0,0,100,-100,ingroup.win,100,
2,1,29,85,83.65,82.5,17.89,16.54,18.27,67.43333333,-64.86666667,neutral.win,63.705,
2,2,46,100,100,100,0,0,0,100,-100,ingroup.win,92.439,
2,1,53,29.35,29.06,29.35,0,0,0,-41.49333333,-100,outgroup.loss,70.86,
2,2,33,63.72,50.1,31.67,63.34,50.1,24.95,-3.006666667,-7.74,outgroup.win,61.509,
2,2,24,93.08,96.54,95.39,1.15,4.42,0.96,90.00666667,-95.64666667,neutral.loss,41.021,
2,1,24,75,38.46,47.89,73.27,45.39,23.08,7.566666667,-5.506666667,outgroup.win,85.255,
2,1,20,81.15,71.35,90.19,70.39,26.35,1.54,61.79333333,-34.48,outgroup.loss,88.66,
2,2,59,99.62,100,100,0,0,0,99.74666667,-100,outgroup.win,100,
2,1,27,63.85,62.31,57.12,39.04,37.89,35.58,22.18666667,-24.99333333,outgroup.loss,40.26,
2,2,64,85,82.89,84.04,30.77,10.39,0,67.95333333,-72.56,ingroup.win,74.669,
2,2,32,62.31,63.85,73.46,34.62,25.77,5,33.08,-56.40666667,outgroup.win,100,
2,1,21,57.89,60.77,53.46,53.65,56.35,43.08,14.74666667,2.053333333,neutral.win,65.217,
2,1,63,100,100,100,0,0,0,100,-100,neutral.loss,92.202,
2,2,36,100,90.58,91.15,0,0,0,87.82,-100,ingroup.loss,100,
2,1,37,52.31,52.31,51.54,45.58,45.19,46.35,4.106666667,-8.586666667,outgroup.win,55.472,
2,2,31,76.73,73.27,74.23,73.27,66.15,66.54,49.48666667,37.30666667,ingroup.win,86.415,
2,1,26,69.29,64.68,58.73,31.48,31.86,38.58,28.46666667,-32.05333333,neutral.loss,40,
2,1,45,89.62,89.62,89.62,67.5,63.27,8.65,79.24,-7.053333333,ingroup.loss,100,
2,2,40,59.04,70.39,70.77,24.81,12.12,12.69,33.46666667,-66.92,neutral.loss,81.474,
2,1,25,64.04,59.62,41.73,36.73,36.54,12.69,10.26,-42.69333333,ingroup.win,62.949,
2,1,33,71.98,68.71,64.11,34.17,33.21,33.01,36.53333333,-33.07333333,neutral.win,63.705,
2,1,46,65,66.54,70.58,33.27,36.15,29.62,34.74666667,-33.97333333,neutral.loss,42.155,
